epoch,step,train_loss,val_loss
0,12,,0.004609373398125172
1,25,,0.003921337425708771
2,38,,0.003978893160820007
3,49,0.010431798174977303,
3,51,,0.004071515519171953
4,64,,0.004372543655335903
5,77,,0.0038944685366004705
6,90,,0.004147212021052837
7,99,0.005299811717122793,
7,103,,0.00417536124587059
8,116,,0.004319122526794672
9,129,,0.003922622185200453
10,142,,0.00439944863319397
11,149,0.002357418881729245,
11,155,,0.0041463784873485565
12,168,,0.003918370231986046
13,181,,0.003954136278480291
14,194,,0.0036201642360538244
15,199,0.001990889897570014,
15,207,,0.0042590308003127575
16,220,,0.0036131893284618855
17,233,,0.0037621273659169674
18,246,,0.0036375122144818306
19,249,0.002762303687632084,
19,259,,0.003675804939121008
20,272,,0.004150645807385445
21,285,,0.0036171667743474245
22,298,,0.0037408750504255295
23,299,0.017039736732840538,
23,311,,0.003865304635837674
24,324,,0.003818709636107087
25,337,,0.00393467303365469
26,349,0.007318202871829271,
26,350,,0.0036766815464943647
27,363,,0.003687344491481781
28,376,,0.0037049436941742897
29,389,,0.0037567950785160065
30,399,0.004615096841007471,
30,402,,0.003944552969187498
31,415,,0.003742040367797017
32,428,,0.0037542064674198627
33,441,,0.0036510289646685123
34,449,0.004234300460666418,
34,454,,0.0038138609379529953
35,467,,0.0037162608932703733
36,480,,0.0037927748635411263
37,493,,0.003698003478348255
38,499,0.002257482847198844,
38,506,,0.0037566630635410547
39,519,,0.0036913726944476366
40,532,,0.003745207330211997
41,545,,0.0036996877752244473
42,549,0.029799334704875946,
42,558,,0.0037060107570141554
43,571,,0.003659558482468128
44,584,,0.0036954607348889112
45,597,,0.003684060415253043
46,599,0.02659512124955654,
46,610,,0.003720968496054411
